# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Fri Nov 10 22:32:34 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_hostname:    Host Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_letter:      Planet Letter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_pnum:        Number of Planets in System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbperlim:   Orbital Period Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_dens:        Planet Density [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denslim:     Planet Density Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_dist:        Distance [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_disterr1:    Distance Upper Unc. [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_disterr2:    Distance Lower Unc. [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_distlim:     Distance Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN gaia_gmag:      G-band (Gaia) [mag],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teff:        Effective Temperature [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefflim:     Effective Temperature Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teffblend:   Effective Temperature Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_massblend:   Stellar Mass Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN rowupdate:      Date of Last Update,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masse:       Planet Mass [Earth mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masselim:    Planet Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_rade:        Planet Radius [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radelim:     Planet Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_locale:      Discovery Locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_mnum:        Number of Moons in System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_actlx:       X-ray Activity log(L<sub>x</sub>),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_actlxerr:    X-ray Activity log(L<sub>x</sub>) Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_actlxlim:    X-ray Activity log(L<sub>x</sub>) Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_actlxblend:  X-ray Activity log(L<sub>x</sub>) Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,rowupdate,pl_name,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_locale,pl_mnum,st_actlx,st_actlxerr,st_actlxlim,st_actlxblend
2025,Kepler-241,b,2,12.718092,0.000035,-0.000035,0,,,,,,,,,,,,4699,200,-200,0,0,,,,,,5/14/2014,Kepler-241 b,,,,,2.33,1.03,-1.03,0,Space,0,,,,
2026,Kepler-241,c,2,36.065978,0.000133,-0.000133,0,,,,,,,,,,,,4699,200,-200,0,0,,,,,,5/14/2014,Kepler-241 c,,,,,2.57,1.11,-1.11,0,Space,0,,,,
2027,Kepler-242,b,2,8.20395,0.00002,-0.00002,0,,,,,,,,,,,,5020,200,-200,0,0,,,,,,5/14/2014,Kepler-242 b,,,,,2.61,1.6,-1.6,0,Space,0,,,,
2028,Kepler-242,c,2,14.496481,0.000083,-0.000083,0,,,,,,,,,,,,5020,200,-200,0,0,,,,,,5/14/2014,Kepler-242 c,,,,,2,1.23,-1.23,0,Space,0,,,,
2029,Kepler-243,b,2,5.715442,0.000011,-0.000011,0,,,,,,,,,,,,5228,200,-200,0,0,0.89,,,0,0,5/14/2014,Kepler-243 b,,,,,2.45,1.16,-1.16,0,Space,0,,,,
2030,Kepler-243,c,2,20.026218,0.000163,-0.000163,0,,,,,,,,,,,,5228,200,-200,0,0,0.89,,,0,0,5/14/2014,Kepler-243 c,,,,,1.99,0.97,-0.97,0,Space,0,,,,
2031,Kepler-244,b,3,4.311792,0.000008,-0.000008,0,,,,,,,,,,,,5554,200,-200,0,0,,,,,,5/14/2014,Kepler-244 b,,,,,2.76,1.16,-1.16,0,Space,0,,,,
2032,Kepler-244,c,3,9.767292,0.000046,-0.000046,0,,,,,,,,,,,,5554,200,-200,0,0,,,,,,5/14/2014,Kepler-244 c,,,,,2.05,0.87,-0.87,0,Space,0,,,,
2033,Kepler-244,d,3,20.050401,0.00013,-0.00013,0,,,,,,,,,,,,5554,200,-200,0,0,,,,,,5/14/2014,Kepler-244 d,,,,,2.31,0.97,-0.97,0,Space,0,,,,
2034,Kepler-245,b,4,7.49019,0.000019,-0.000019,0,,,,,,,,,,,,5100,100,-100,0,0,0.8,,,0,0,5/14/2014,Kepler-245 b,,,,,2.57,0.18,-0.18,0,Space,0,,,,
2035,Kepler-245,c,4,17.460812,0.000076,-0.000076,0,,,,,,,,,,,,5100,100,-100,0,0,0.8,,,0,0,5/14/2014,Kepler-245 c,,,,,2.18,0.17,-0.17,0,Space,0,,,,
2036,Kepler-245,d,4,36.277108,0.000173,-0.000173,0,,,,,,,,,,,,5100,100,-100,0,0,0.8,,,0,0,5/14/2014,Kepler-245 d,,,,,3.03,0.21,-0.21,0,Space,0,,,,
2037,Kepler-245,e,4,3.21982106,0.00000474,-0.00000474,0,,,,,,,,,,,,5100,100,-100,0,0,0.8,,,0,0,5/10/2016,Kepler-245 e,,,,,1.75,0.08,-0.06,0,Space,0,,,,
2038,Kepler-246,b,2,4.60182,0.000008,-0.000008,0,,,,,,,,,,,,5206,200,-200,0,0,0.86,,,0,0,5/14/2014,Kepler-246 b,,,,,2.34,1.2,-1.2,0,Space,0,,,,
2039,Kepler-246,c,2,11.187161,0.000075,-0.000075,0,,,,,,,,,,,,5206,200,-200,0,0,0.86,,,0,0,5/14/2014,Kepler-246 c,,,,,1.5,0.76,-0.76,0,Space,0,,,,
2040,Kepler-247,b,3,3.33616,0.000007,-0.000007,0,,,,,,,,,,,,5100,200,-200,0,0,,,,,,5/14/2014,Kepler-247 b,,,,,1.64,0.46,-0.46,0,Space,0,,,,
2041,Kepler-247,c,3,9.439452,0.000007,-0.000007,0,,,,,,,,,,,,5100,200,-200,0,0,,,,,,5/14/2014,Kepler-247 c,,,,,4.09,1.14,-1.14,0,Space,0,,,,
2042,Kepler-247,d,3,20.477912,0.000026,-0.000026,0,,,,,,,,,,,,5100,200,-200,0,0,,,,,,5/14/2014,Kepler-247 d,,,,,3.94,1.1,-1.1,0,Space,0,,,,
2043,Kepler-248,b,2,6.308205,0.00001,-0.00001,0,,,,,,,,,,,,5190,161,-161,0,0,,,,,,5/14/2014,Kepler-248 b,,,,,3.02,0.36,-0.36,0,Space,0,,,,
2044,Kepler-248,c,2,16.239494,0.000024,-0.000024,0,,,,,,,,,,,,5190,161,-161,0,0,,,,,,5/14/2014,Kepler-248 c,,,,,4.07,0.49,-0.49,0,Space,0,,,,
2045,Kepler-249,b,3,3.306539,0.00001,-0.00001,0,,,,,,,,,,,,3568,150,-150,0,0,,,,,,5/14/2014,Kepler-249 b,,,,,1.09,0.05,-0.05,0,Space,0,,,,
2046,Kepler-249,c,3,7.113702,0.000018,-0.000018,0,,,,,,,,,,,,3568,150,-150,0,0,,,,,,5/14/2014,Kepler-249 c,,,,,1.51,0.09,-0.09,0,Space,0,,,,
2047,Kepler-249,d,3,15.368459,0.00007,-0.00007,0,,,,,,,,,,,,3568,150,-150,0,0,,,,,,5/14/2014,Kepler-249 d,,,,,1.57,0.14,-0.14,0,Space,0,,,,
2048,Kepler-25,b,3,6.2385,,,0,2.5,1.1,-1.1,0,,,,,10.597,,0,6270,79,-79,0,0,1.19,0.06,-0.06,0,0,10/27/2016,Kepler-25 b,9.6,4.2,-4.2,0,2.71,0.05,-0.05,0,Space,0,,,,
2049,Kepler-25,c,3,12.7204,,,0,0.9,0.21,-0.21,0,,,,,10.597,,0,6270,79,-79,0,0,1.19,0.06,-0.06,0,0,10/27/2016,Kepler-25 c,24.6,5.7,-5.7,0,5.2,0.09,-0.09,0,Space,0,,,,
2050,Kepler-25,d,3,123,2,-2,0,,,,,,,,,10.597,,0,6270,79,-79,0,0,1.19,0.06,-0.06,0,0,5/14/2014,Kepler-25 d,89.9,13.7,-13.7,0,,,,,Space,0,,,,
2051,Kepler-250,b,3,4.148141,0.000046,-0.000046,0,,,,,,,,,,,,5160,200,-200,0,0,0.8,,,0,0,5/14/2014,Kepler-250 b,,,,,1.13,0.68,-0.68,0,Space,0,,,,
2052,Kepler-250,c,3,7.156804,0.000022,-0.000022,0,,,,,,,,,,,,5160,200,-200,0,0,0.8,,,0,0,5/14/2014,Kepler-250 c,,,,,2.28,1.31,-1.31,0,Space,0,,,,
2053,Kepler-250,d,3,17.648312,0.000081,-0.000081,0,,,,,,,,,,,,5160,200,-200,0,0,0.8,,,0,0,5/14/2014,Kepler-250 d,,,,,2.18,1.25,-1.25,0,Space,0,,,,
2054,Kepler-251,b,4,4.790936,0.000037,-0.000037,0,,,,,,,,,,,,5526,100,-100,0,0,0.91,,,0,0,5/14/2014,Kepler-251 b,,,,,1.33,0.24,-0.24,0,Space,0,,,,
2055,Kepler-251,c,4,16.514043,0.000054,-0.000054,0,,,,,,,,,,,,5526,100,-100,0,0,0.91,,,0,0,5/14/2014,Kepler-251 c,,,,,2.77,0.49,-0.49,0,Space,0,,,,
2056,Kepler-251,d,4,30.133001,0.000161,-0.000161,0,,,,,,,,,,,,5526,100,-100,0,0,0.91,,,0,0,5/14/2014,Kepler-251 d,,,,,2.77,0.49,-0.49,0,Space,0,,,,
2057,Kepler-251,e,4,99.640161,0.001074,-0.001074,0,,,,,,,,,,,,5526,100,-100,0,0,0.91,,,0,0,5/14/2014,Kepler-251 e,,,,,2.77,0.49,-0.49,0,Space,0,,,,
2058,Kepler-252,b,2,6.668391,0.000031,-0.000031,0,,,,,,,,,,,,4208,150,-150,0,0,0.52,,,0,0,5/14/2014,Kepler-252 b,,,,,1.23,0.12,-0.12,0,Space,0,,,,
2059,Kepler-252,c,2,10.848463,0.000015,-0.000015,0,,,,,,,,,,,,4208,150,-150,0,0,0.52,,,0,0,5/14/2014,Kepler-252 c,,,,,2.15,0.13,-0.13,0,Space,0,,,,
2060,Kepler-253,b,3,3.783986,0.000017,-0.000017,0,,,,,,,,,,,,5208,200,-200,0,0,,,,,,5/14/2014,Kepler-253 b,,,,,1.63,0.67,-0.67,0,Space,0,,,,
2061,Kepler-253,c,3,10.281951,0.000032,-0.000032,0,,,,,,,,,,,,5208,200,-200,0,0,,,,,,5/14/2014,Kepler-253 c,,,,,2.65,1.11,-1.11,0,Space,0,,,,
2062,Kepler-253,d,3,18.119869,0.000066,-0.000066,0,,,,,,,,,,,,5208,200,-200,0,0,,,,,,5/14/2014,Kepler-253 d,,,,,3.17,1.3,-1.3,0,Space,0,,,,
2063,Kepler-254,b,3,5.826662,0.00001,-0.00001,0,,,,,,,,,,,,5957,200,-200,0,0,,,,,,5/14/2014,Kepler-254 b,,,,,3.87,1.85,-1.85,0,Space,0,,,,
2064,Kepler-254,c,3,12.412183,0.000082,-0.000082,0,,,,,,,,,,,,5957,200,-200,0,0,,,,,,5/14/2014,Kepler-254 c,,,,,2.15,1.03,-1.03,0,Space,0,,,,
2065,Kepler-254,d,3,18.746477,0.000121,-0.000121,0,,,,,,,,,,,,5957,200,-200,0,0,,,,,,5/14/2014,Kepler-254 d,,,,,2.5,1.19,-1.19,0,Space,0,,,,
2066,Kepler-255,b,3,5.714606,0.000052,-0.000052,0,,,,,,,,,,,,5573,200,-200,0,0,0.97,,,0,0,5/14/2014,Kepler-255 b,,,,,1.55,0.62,-0.62,0,Space,0,,,,
2067,Kepler-255,c,3,9.946047,0.000035,-0.000035,0,,,,,,,,,,,,5573,200,-200,0,0,0.97,,,0,0,5/14/2014,Kepler-255 c,,,,,2.99,1.18,-1.18,0,Space,0,,,,
2068,Kepler-255,d,3,1.04562266,0.00000267,-0.00000267,0,,,,,,,,,,,,5573,200,-200,0,0,0.97,,,0,0,5/10/2016,Kepler-255 d,,,,,1.32,0.14,-0.1,0,Space,0,,,,
2069,Kepler-256,b,4,1.620493,0.000009,-0.000009,0,,,,,,,,,,,,5551,111,-111,0,0,1.02,,,0,0,5/14/2014,Kepler-256 b,,,,,1.59,0.39,-0.39,0,Space,0,,,,
2070,Kepler-256,c,4,3.38802,0.000016,-0.000016,0,,,,,,,,,,,,5551,111,-111,0,0,1.02,,,0,0,5/14/2014,Kepler-256 c,,,,,2.15,0.53,-0.53,0,Space,0,,,,
2071,Kepler-256,d,4,5.839172,0.000031,-0.000031,0,,,,,,,,,,,,5551,111,-111,0,0,1.02,,,0,0,5/14/2014,Kepler-256 d,,,,,2.48,0.63,-0.63,0,Space,0,,,,
2072,Kepler-256,e,4,10.681572,0.000066,-0.000066,0,,,,,,,,,,,,5551,111,-111,0,0,1.02,,,0,0,5/14/2014,Kepler-256 e,,,,,2.35,0.58,-0.58,0,Space,0,,,,
2073,Kepler-257,b,3,2.382667,0.000006,-0.000006,0,,,,,,,,,,,,5180,200,-200,0,0,,,,,,5/14/2014,Kepler-257 b,,,,,2.61,1.31,-1.31,0,Space,0,,,,
2074,Kepler-257,c,3,6.581484,0.000008,-0.000008,0,,,,,,,,,,,,5180,200,-200,0,0,,,,,,5/14/2014,Kepler-257 c,,,,,5.41,2.72,-2.72,0,Space,0,,,,
2075,Kepler-257,d,3,24.664551,0.000051,-0.000051,0,,,,,,,,,,,,5180,200,-200,0,0,,,,,,5/14/2014,Kepler-257 d,,,,,4.95,2.48,-2.48,0,Space,0,,,,
2076,Kepler-258,b,2,13.19722,0.000019,-0.000019,0,,,,,,,,,,,,4942,200,-200,0,0,0.8,,,0,0,5/14/2014,Kepler-258 b,,,,,4.06,2.71,-2.71,0,Space,0,,,,
2077,Kepler-258,c,2,33.653079,0.000189,-0.000189,0,,,,,,,,,,,,4942,200,-200,0,0,0.8,,,0,0,5/14/2014,Kepler-258 c,,,,,3.61,2.43,-2.43,0,Space,0,,,,
2078,Kepler-259,b,2,8.115317,0.000022,-0.000022,0,,,,,,,,,,,,5938,200,-200,0,0,,,,,,5/14/2014,Kepler-259 b,,,,,2.8,1.37,-1.37,0,Space,0,,,,
2079,Kepler-259,c,2,36.924931,0.000181,-0.000181,0,,,,,,,,,,,,5938,200,-200,0,0,,,,,,5/14/2014,Kepler-259 c,,,,,2.7,1.31,-1.31,0,Space,0,,,,
2080,Kepler-26,b,4,12.28,0.0003,-0.0003,0,1.26,0.21,-0.19,0,,,,,,,,3914,119,-119,0,0,0.54,0.03,-0.03,0,0,4/7/2016,Kepler-26 b,5.12,0.65,-0.61,0,2.78,0.11,-0.11,0,Space,0,,,,
2081,Kepler-26,c,4,17.2559,0.0006,-0.0006,0,1.61,0.27,-0.22,0,,,,,,,,3914,119,-119,0,0,0.54,0.03,-0.03,0,0,4/7/2016,Kepler-26 c,6.2,0.65,-0.65,0,2.72,0.12,-0.12,0,Space,0,,,,
2082,Kepler-26,d,4,3.543919,0.000015,-0.000015,0,,,,,,,,,,,,3914,119,-119,0,0,0.54,0.03,-0.03,0,0,5/14/2014,Kepler-26 d,,,,,1.07,0.06,-0.06,0,Space,0,,,,
2083,Kepler-26,e,4,46.827915,0.000173,-0.000173,0,,,,,,,,,,,,3914,119,-119,0,0,0.54,0.03,-0.03,0,0,5/14/2014,Kepler-26 e,,,,,2.41,0.15,-0.15,0,Space,0,,,,
2084,Kepler-260,b,2,8.187399,0.000022,-0.000022,0,,,,,,,,,,,,5250,257,-257,0,0,0.88,,,0,0,5/14/2014,Kepler-260 b,,,,,2.01,0.55,-0.55,0,Space,0,,,,
2085,Kepler-260,c,2,76.050178,0.001026,-0.001026,0,,,,,,,,,,,,5250,257,-257,0,0,0.88,,,0,0,5/14/2014,Kepler-260 c,,,,,1.74,0.54,-0.54,0,Space,0,,,,
2086,Kepler-261,b,2,10.381227,0.000016,-0.000016,0,,,,,,,,,,,,5098,100,-100,0,0,0.87,,,0,0,5/14/2014,Kepler-261 b,,,,,2.18,0.14,-0.14,0,Space,0,,,,
2087,Kepler-261,c,2,24.570858,0.000069,-0.000069,0,,,,,,,,,,,,5098,100,-100,0,0,0.87,,,0,0,5/14/2014,Kepler-261 c,,,,,2,0.14,-0.14,0,Space,0,,,,
2088,Kepler-262,b,2,13.060855,0.000164,-0.000164,0,,,,,,,,,,,,5841,200,-200,0,0,,,,,,5/14/2014,Kepler-262 b,,,,,1.36,0.59,-0.59,0,Space,0,,,,
2089,Kepler-262,c,2,21.853722,0.000187,-0.000187,0,,,,,,,,,,,,5841,200,-200,0,0,,,,,,5/14/2014,Kepler-262 c,,,,,1.64,0.68,-0.68,0,Space,0,,,,
2090,Kepler-263,b,2,16.568087,0.000065,-0.000065,0,,,,,,,,,,,,5265,200,-200,0,0,,,,,,5/14/2014,Kepler-263 b,,,,,2.67,1.45,-1.45,0,Space,0,,,,
2091,Kepler-263,c,2,47.332773,0.000456,-0.000456,0,,,,,,,,,,,,5265,200,-200,0,0,,,,,,5/14/2014,Kepler-263 c,,,,,2.47,1.35,-1.35,0,Space,0,,,,
2092,Kepler-264,b,2,40.806231,0.000538,-0.000538,0,,,,,,,,,,,,6158,100,-100,0,0,1.32,,,0,0,5/14/2014,Kepler-264 b,,,,,3.33,0.74,-0.74,0,Space,0,,,,
2093,Kepler-264,c,2,140.101261,0.003678,-0.003678,0,,,,,,,,,,,,6158,100,-100,0,0,1.32,,,0,0,5/14/2014,Kepler-264 c,,,,,2.83,0.58,-0.58,0,Space,0,,,,
2094,Kepler-265,b,4,6.846262,0.000063,-0.000063,0,,,,,,,,,,,,5835,118,-118,0,0,1.03,,,0,0,5/14/2014,Kepler-265 b,,,,,1.86,0.45,-0.45,0,Space,0,,,,
2095,Kepler-265,c,4,17.028937,0.000136,-0.000136,0,,,,,,,,,,,,5835,118,-118,0,0,1.03,,,0,0,5/14/2014,Kepler-265 c,,,,,2.63,0.55,-0.55,0,Space,0,,,,
2096,Kepler-265,d,4,43.130617,0.000658,-0.000658,0,,,,,,,,,,,,5835,118,-118,0,0,1.03,,,0,0,5/14/2014,Kepler-265 d,,,,,2.49,0.54,-0.54,0,Space,0,,,,
2097,Kepler-265,e,4,67.831024,0.001396,-0.001396,0,,,,,,,,,,,,5835,118,-118,0,0,1.03,,,0,0,5/14/2014,Kepler-265 e,,,,,2.59,0.55,-0.55,0,Space,0,,,,
2098,Kepler-266,b,2,6.61833,0.000048,-0.000048,0,,,,,,,,,,,,5885,250,-250,0,0,0.99,,,0,0,5/14/2014,Kepler-266 b,,,,,2.48,1.2,-1.2,0,Space,0,,,,
2099,Kepler-266,c,2,107.723601,0.001643,-0.001643,0,,,,,,,,,,,,5885,250,-250,0,0,0.99,,,0,0,5/14/2014,Kepler-266 c,,,,,3.89,1.89,-1.89,0,Space,0,,,,
2100,Kepler-267,b,3,3.353728,0.000007,-0.000007,0,,,,,,,,,,,,4258,100,-100,0,0,0.56,,,0,0,5/14/2014,Kepler-267 b,,,,,1.98,0.09,-0.09,0,Space,0,,,,
2101,Kepler-267,c,3,6.87745,0.000016,-0.000016,0,,,,,,,,,,,,4258,100,-100,0,0,0.56,,,0,0,5/14/2014,Kepler-267 c,,,,,2.13,0.11,-0.11,0,Space,0,,,,
2102,Kepler-267,d,3,28.464515,0.00018,-0.00018,0,,,,,,,,,,,,4258,100,-100,0,0,0.56,,,0,0,5/14/2014,Kepler-267 d,,,,,2.27,0.12,-0.12,0,Space,0,,,,
2103,Kepler-268,b,2,25.934138,0.000142,-0.000142,0,,,,,,,,,,,,6081,100,-100,0,0,,,,,,5/14/2014,Kepler-268 b,,,,,2.55,0.47,-0.47,0,Space,0,,,,
2104,Kepler-268,c,2,83.446393,0.000761,-0.000761,0,,,,,,,,,,,,6081,100,-100,0,0,,,,,,5/14/2014,Kepler-268 c,,,,,3.38,0.69,-0.69,0,Space,0,,,,
2105,Kepler-269,b,2,5.326718,0.000035,-0.000035,0,,,,,,,,,,,,5847,250,-250,0,0,0.98,,,0,0,5/14/2014,Kepler-269 b,,,,,2.47,1.15,-1.15,0,Space,0,,,,
2106,Kepler-269,c,2,8.127899,0.000149,-0.000149,0,,,,,,,,,,,,5847,250,-250,0,0,0.98,,,0,0,5/14/2014,Kepler-269 c,,,,,1.69,0.8,-0.8,0,Space,0,,,,
2107,Kepler-27,b,2,15.3348,,,0,,,,,,,,,,,,5400,60,-60,0,0,0.65,0.16,-0.16,0,0,5/14/2014,Kepler-27 b,2895.31,,,1,4,,,0,Space,0,,,,
2108,Kepler-27,c,2,31.3309,,,0,,,,,,,,,,,,5400,60,-60,0,0,0.65,0.16,-0.16,0,0,5/14/2014,Kepler-27 c,4385.87,,,1,4.9,,,0,Space,0,,,,
2109,Kepler-270,b,2,11.476094,0.000071,-0.000071,0,,,,,,,,,,,,6067,100,-100,0,0,,,,,,5/14/2014,Kepler-270 b,,,,,2.01,0.4,-0.4,0,Space,0,,,,
2110,Kepler-270,c,2,25.262887,0.000599,-0.000599,0,,,,,,,,,,,,6067,100,-100,0,0,,,,,,5/14/2014,Kepler-270 c,,,,,1.77,0.37,-0.37,0,Space,0,,,,
2111,Kepler-271,b,3,5.217738,0.000043,-0.000043,0,,,,,,,,,,,,5524,100,-100,0,0,,,,,,5/14/2014,Kepler-271 b,,,,,0.89,0.16,-0.16,0,Space,0,,,,
2112,Kepler-271,c,3,7.410935,0.000049,-0.000049,0,,,,,,,,,,,,5524,100,-100,0,0,,,,,,5/14/2014,Kepler-271 c,,,,,1,0.18,-0.18,0,Space,0,,,,
2113,Kepler-271,d,3,5.24972541,0.00004062,-0.00004062,0,,,,,,,,,,,,5524,100,-100,0,0,,,,,,5/10/2016,Kepler-271 d,,,,,0.66,0.05,-0.05,0,Space,0,,,,
2114,Kepler-272,b,3,2.971353,0.000017,-0.000017,0,,,,,,,,,,,,5297,200,-200,0,0,0.79,,,0,0,5/14/2014,Kepler-272 b,,,,,1.43,0.77,-0.77,0,Space,0,,,,
2115,Kepler-272,c,3,6.057342,0.000037,-0.000037,0,,,,,,,,,,,,5297,200,-200,0,0,0.79,,,0,0,5/14/2014,Kepler-272 c,,,,,1.79,0.96,-0.96,0,Space,0,,,,
2116,Kepler-272,d,3,10.937304,0.000073,-0.000073,0,,,,,,,,,,,,5297,200,-200,0,0,0.79,,,0,0,5/14/2014,Kepler-272 d,,,,,2.25,1.22,-1.22,0,Space,0,,,,
2117,Kepler-273,b,2,2.936532,0.000009,-0.000009,0,,,,,,,,,,,,5626,200,-200,0,0,,,,,,5/14/2014,Kepler-273 b,,,,,1.5,0.86,-0.86,0,Space,0,,,,
2118,Kepler-273,c,2,8.014927,0.000052,-0.000052,0,,,,,,,,,,,,5626,200,-200,0,0,,,,,,5/14/2014,Kepler-273 c,,,,,1.98,1.15,-1.15,0,Space,0,,,,
